Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,MRP_Level,Outlet_age,Item_Rating,Item_Type_Combined,Item_Outlet_Category
6.96,Low Fat,0.077129323,92.7146,OUT013,High,Tier 3,Supermarket Type1,18.6926050482,Medium,26,7.09262925861,Drinks,DrinksSupermarket Type1
17.85,Low Fat,0.087824967,196.0794,OUT018,Medium,Tier 3,Supermarket Type2,8.95410022674,High,4,7.71137694066,Food,FoodSupermarket Type2
5.095,Regular,0.130031207,142.4838,OUT018,Medium,Tier 3,Supermarket Type2,3.94385326613,High,4,7.0001212998,Food,FoodSupermarket Type2
5.73,Low Fat,0.045334098,87.0882,OUT013,High,Tier 3,Supermarket Type1,20.7106381806,Medium,26,7.56113763104,Drinks,DrinksSupermarket Type1
7.5,No Fat,0.096333029,57.8588,OUT013,High,Tier 3,Supermarket Type1,19.792598533,Low,26,6.39961318143,Non-Consumable,Non-ConsumableSupermarket Type1
7.855,Regular,0.073858923,218.6482,OUT013,High,Tier 3,Supermarket Type1,17.0311001874,Very High,26,7.99340023775,Food,FoodSupermarket Type1
5.655,Low Fat,0.175047104,146.9102,OUT035,Small,Tier 2,Supermarket Type1,12.9026616259,High,9,6.73371250653,Drinks,DrinksSupermarket Type1
12.15,No Fat,0.132952286,37.6506,OUT010,Small,Tier 3,Grocery Store,1.00796800051,Low,15,5.64963885023,Non-Consumable,Non-ConsumableGrocery Store
9.6,Low Fat,0.086145867,258.362,OUT010,Small,Tier 3,Grocery Store,1.00503169971,Very High,15,8.00640836919,Food,FoodGrocery Store
18.85,No Fat,0.0520115,190.3846,OUT013,High,Tier 3,Supermarket Type1,19.0698585915,High,26,8.20560982217,Non-Consumable,Non-ConsumableSupermarket Type1
20.2,Regular,0.059790095,127.4678,OUT035,Small,Tier 2,Supermarket Type1,27.9341010043,Medium,9,7.66524800129,Food,FoodSupermarket Type1
12.15,Regular,0.071440118,182.295,OUT010,Small,Tier 3,Grocery Store,3.01316547355,High,15,7.84491376081,Food,FoodGrocery Store
19.6,Low Fat,0.03395415,56.4614,OUT049,Medium,Tier 1,Supermarket Type1,13.7024515864,Low,14,7.4169026012,Drinks,DrinksSupermarket Type1
16.0,Regular,0.099271209,88.5856,OUT046,Small,Tier 1,Supermarket Type1,9.92098038507,Medium,16,6.79498900298,Food,FoodSupermarket Type1
13.1,Low Fat,0.020769677,117.5782,OUT027,Medium,Tier 3,Supermarket Type3,23.3129831891,Medium,28,8.64154146667,Food,FoodSupermarket Type3
6.425,Low Fat,0.06316338,132.2626,OUT035,Small,Tier 2,Supermarket Type1,15.8669313925,Medium,9,7.64729736285,Food,FoodSupermarket Type1
6.825,No Fat,0.059846975,262.5226,OUT046,Small,Tier 1,Supermarket Type1,37.253692444,Very High,16,8.38652950771,Non-Consumable,Non-ConsumableSupermarket Type1
16.75,Regular,0.014342659,103.7674,OUT019,Small,Tier 1,Grocery Store,1.96337963561,Medium,28,8.88680710127,Food,FoodGrocery Store
7.97,Low Fat,0.057667173,172.1422,OUT010,Small,Tier 3,Grocery Store,3.00522823573,High,15,8.00172301348,Drinks,DrinksGrocery Store
17.25,Low Fat,0.037155206,166.4526,OUT013,High,Tier 3,Supermarket Type1,22.7236450497,High,26,8.40758516028,Drinks,DrinksSupermarket Type1
9.1,No Fat,0.080417724,48.8718,OUT049,Medium,Tier 1,Supermarket Type1,8.70535155243,Low,14,6.41136535319,Non-Consumable,Non-ConsumableSupermarket Type1
19.2,No Fat,0.041227831,129.831,OUT046,Small,Tier 1,Supermarket Type1,15.0,Medium,16,8.05519284526,Non-Consumable,Non-ConsumableSupermarket Type1
20.25,Regular,0.102226474,91.312,OUT027,Medium,Tier 3,Supermarket Type3,33.6866567373,Medium,28,6.79596571071,Food,FoodSupermarket Type3
6.175,Regular,0.178210285,95.7752,OUT027,Medium,Tier 3,Supermarket Type3,41.0428085768,Medium,28,6.2886538137,Food,FoodSupermarket Type3
14.5,Regular,0.06904249,41.4454,OUT010,Small,Tier 3,Grocery Store,1.01206406501,Low,15,6.39907454531,Food,FoodGrocery Store
8.3,Regular,0.052791124,98.5384,OUT019,Small,Tier 1,Grocery Store,6.0,Medium,28,7.53239412657,Food,FoodGrocery Store
17.75,Regular,0.067607749,188.024,OUT049,Medium,Tier 1,Supermarket Type1,14.8723567204,High,14,7.93096179174,Food,FoodSupermarket Type1
7.145,Low Fat,0.017887474,160.6578,OUT017,Small,Tier 2,Supermarket Type1,10.9863062982,High,6,9.10304255754,Food,FoodSupermarket Type1
8.985,Low Fat,0.184440421,99.67,OUT017,Small,Tier 2,Supermarket Type1,33.0662185211,Medium,6,6.29414231885,Food,FoodSupermarket Type1
16.35,No Fat,0.091074449,196.811,OUT017,Small,Tier 2,Supermarket Type1,16.9654490857,High,6,7.6787845072,Non-Consumable,Non-ConsumableSupermarket Type1
5.655,Low Fat,0.182645686,147.5102,OUT046,Small,Tier 1,Supermarket Type1,7.90780298583,High,16,6.69534189518,Drinks,DrinksSupermarket Type1
9.5,Low Fat,0.041951439,32.49,OUT049,Medium,Tier 1,Supermarket Type1,26.6401969837,Low,14,6.6534652715,Drinks,DrinksSupermarket Type1
5.78,Regular,0.074087369,264.9568,OUT013,High,Tier 3,Supermarket Type1,25.8724320342,Very High,26,8.18235659535,Food,FoodSupermarket Type1
8.05,Regular,0.068681562125,257.5646,OUT013,High,Tier 3,Supermarket Type1,20.0077650422,Very High,26,8.22981168273,Food,FoodSupermarket Type1
6.75,Regular,0.108679906,95.6752,OUT018,Medium,Tier 3,Supermarket Type2,13.0271752764,Medium,4,6.78144276196,Food,FoodSupermarket Type2
16.6,Low Fat,0.136500981,173.3422,OUT017,Small,Tier 2,Supermarket Type1,23.8753909896,High,6,7.1474783085,Drinks,DrinksSupermarket Type1
6.095,No Fat,0.081361288,141.9154,OUT045,Small,Tier 2,Supermarket Type1,18.9866117419,High,11,7.464659946,Non-Consumable,Non-ConsumableSupermarket Type1
15.1,Low Fat,0.1519549118,197.211,OUT010,Small,Tier 3,Grocery Store,0.995943431147,High,15,7.16921587934,Food,FoodGrocery Store
19.35,Regular,0.018591464,112.9544,OUT049,Medium,Tier 1,Supermarket Type1,11.8831386825,Medium,14,8.71220150488,Food,FoodSupermarket Type1
11.3,No Fat,0.066952965,192.0478,OUT018,Medium,Tier 3,Supermarket Type2,16.1416314063,High,4,7.96185778623,Non-Consumable,Non-ConsumableSupermarket Type2
10.8,Low Fat,0.029107004,240.5222,OUT017,Small,Tier 2,Supermarket Type1,18.8815078192,Very High,6,9.01970984801,Food,FoodSupermarket Type1
19.7,Regular,0.0695660493333,194.411,OUT049,Medium,Tier 1,Supermarket Type1,26.2674745771,High,14,7.93581086817,Food,FoodSupermarket Type1
18.7,Low Fat,0.065872936,113.1886,OUT019,Small,Tier 1,Grocery Store,0.982330376027,Medium,28,7.44966486439,Food,FoodGrocery Store
10.5,Regular,0.117149075,164.121,OUT018,Medium,Tier 3,Supermarket Type2,10.9329762797,High,4,7.24562551293,Food,FoodSupermarket Type2
7.655,Low Fat,0.031994534,114.3492,OUT049,Medium,Tier 1,Supermarket Type1,16.2098834098,Medium,14,8.18172688526,Food,FoodSupermarket Type1
8.235,Low Fat,0.08276363,146.5076,OUT018,Medium,Tier 3,Supermarket Type2,11.097605858,High,4,7.47940862019,Food,FoodSupermarket Type2
20.6,Low Fat,0.083004078,119.4756,OUT046,Small,Tier 1,Supermarket Type1,9.12805962054,Medium,16,7.27267220172,Food,FoodSupermarket Type1
19.35,Regular,0.021490911,122.1098,OUT049,Medium,Tier 1,Supermarket Type1,23.6855289256,Medium,14,8.64522179852,Food,FoodSupermarket Type1
9.5,Regular,0.058835928,170.2448,OUT010,Small,Tier 3,Grocery Store,1.00117477891,High,15,7.97058552784,Food,FoodGrocery Store
5.305,Regular,0.07871639,183.5608,OUT010,Small,Tier 3,Grocery Store,3.00326867174,High,15,7.75487857194,Food,FoodGrocery Store
9.8,Low Fat,0.013869809,47.406,OUT045,Small,Tier 2,Supermarket Type1,20.6456144792,Low,11,8.13708215062,Drinks,DrinksSupermarket Type1
9.6,Regular,0.022274264,101.699,OUT035,Small,Tier 2,Supermarket Type1,29.4277328194,Medium,9,8.42655981535,Food,FoodSupermarket Type1
13.0,Low Fat,0.153618566,79.6986,OUT046,Small,Tier 1,Supermarket Type1,18.5708833028,Medium,16,6.25346025162,Food,FoodSupermarket Type1
17.6,Low Fat,0.049267759,113.0176,OUT018,Medium,Tier 3,Supermarket Type2,25.3318067274,Medium,4,7.73846478131,Food,FoodSupermarket Type2
14.3,Low Fat,0.12826315,83.4224,OUT017,Small,Tier 2,Supermarket Type1,8.17261550854,Medium,6,6.47912445825,Food,FoodSupermarket Type1
10.3,Regular,0.02494708,172.3422,OUT045,Small,Tier 2,Supermarket Type1,33.019147951,High,11,8.84062527559,Food,FoodSupermarket Type1
15.1,Regular,0.157154813,62.2194,OUT010,Small,Tier 3,Grocery Store,2.9855350582,Low,15,5.98371337004,Food,FoodGrocery Store
6.03,Low Fat,0.022832115,176.7028,OUT017,Small,Tier 2,Supermarket Type1,8.01810950364,High,6,8.95418561035,Drinks,DrinksSupermarket Type1
7.68,Low Fat,0.070900282,192.6162,OUT046,Small,Tier 1,Supermarket Type1,28.9698883064,High,16,7.90754849923,Food,FoodSupermarket Type1
20.0,Regular,0.028180789,46.8744,OUT045,Small,Tier 2,Supermarket Type1,19.3173245951,Low,11,7.41718747575,Food,FoodSupermarket Type1
15.85,Low Fat,0.136497913,96.3094,OUT046,Small,Tier 1,Supermarket Type1,29.6573543185,Medium,16,6.56042816159,Food,FoodSupermarket Type1
15.2,No Fat,0.162462044,117.6492,OUT010,Small,Tier 3,Grocery Store,2.95410083536,Medium,15,6.58639814487,Non-Consumable,Non-ConsumableGrocery Store
12.15,Low Fat,0.020954106,164.7184,OUT046,Small,Tier 1,Supermarket Type1,24.0582812849,High,16,8.96978521418,Food,FoodSupermarket Type1
19.35,Low Fat,0.118080437,222.6088,OUT035,Small,Tier 2,Supermarket Type1,27.1334179062,Very High,9,7.54233548669,Food,FoodSupermarket Type1
16.0,Regular,0.017466284,45.4718,OUT027,Medium,Tier 3,Supermarket Type3,29.1083792592,Low,28,7.86495927724,Food,FoodSupermarket Type3
10.395,Low Fat,0.031073804,157.5604,OUT027,Medium,Tier 3,Supermarket Type3,36.2056354262,High,28,8.53139620559,Food,FoodSupermarket Type3
8.85,Regular,0.113302223,125.1388,OUT017,Small,Tier 2,Supermarket Type1,8.90650381816,Medium,6,7.0080250147,Drinks,DrinksSupermarket Type1
19.85,No Fat,0.025968706,49.5376,OUT046,Small,Tier 1,Supermarket Type1,20.3217273344,Low,16,7.55411914323,Non-Consumable,Non-ConsumableSupermarket Type1
19.1,Low Fat,0.045400017,38.8138,OUT045,Small,Tier 2,Supermarket Type1,17.7883793908,Low,11,6.75218765694,Drinks,DrinksSupermarket Type1
17.0,No Fat,0.126958147,125.8362,OUT017,Small,Tier 2,Supermarket Type1,20.0,Medium,6,6.89988726656,Non-Consumable,Non-ConsumableSupermarket Type1
11.15,Regular,0.105307659,102.0648,OUT046,Small,Tier 1,Supermarket Type1,10.1763585487,Medium,16,6.87750827377,Food,FoodSupermarket Type1
12.35,Regular,0.038500421,110.757,OUT046,Small,Tier 1,Supermarket Type1,10.9106151304,Medium,16,7.96477226625,Food,FoodSupermarket Type1
20.85,Low Fat,0.02137305,103.3306,OUT045,Small,Tier 2,Supermarket Type1,5.05806605207,Medium,11,8.48376487329,Food,FoodSupermarket Type1
16.75,Low Fat,0.0543245314444,255.7988,OUT027,Medium,Tier 3,Supermarket Type3,36.1688827313,Very High,28,8.45738292545,Food,FoodSupermarket Type3
7.035,Low Fat,0.0170140807778,263.291,OUT010,Small,Tier 3,Grocery Store,1.99772115264,Very High,15,9.64703849983,Food,FoodGrocery Store
4.785,Low Fat,0.09297084,122.0098,OUT018,Medium,Tier 3,Supermarket Type2,16.7910003951,Medium,4,7.18033245744,Food,FoodSupermarket Type2
18.7,Low Fat,0.088839949,254.2672,OUT027,Medium,Tier 3,Supermarket Type3,43.2367588112,Very High,28,7.95965387161,Food,FoodSupermarket Type3
17.25,Regular,0.209600084,40.348,OUT010,Small,Tier 3,Grocery Store,0.990086249628,Low,15,5.26527711378,Food,FoodGrocery Store
9.3,Regular,0.033505804,153.4314,OUT045,Small,Tier 2,Supermarket Type1,16.1772779236,High,11,8.42950851563,Food,FoodSupermarket Type1
17.25,Low Fat,0.072986772,78.8986,OUT045,Small,Tier 2,Supermarket Type1,20.7338355814,Medium,11,6.98656518639,Food,FoodSupermarket Type1
17.85,Low Fat,0.024961677,153.1998,OUT017,Small,Tier 2,Supermarket Type1,22.0861619924,High,6,8.72231942423,Drinks,DrinksSupermarket Type1
5.32,No Fat,0.092433518,101.6674,OUT027,Medium,Tier 3,Supermarket Type3,14.027540785,Medium,28,7.00388108076,Non-Consumable,Non-ConsumableSupermarket Type3
9.8,Low Fat,0.026081567,217.585,OUT035,Small,Tier 2,Supermarket Type1,19.8896982788,Very High,9,9.02923589938,Food,FoodSupermarket Type1
18.85,Low Fat,0.09079168,127.1336,OUT013,High,Tier 3,Supermarket Type1,28.1541685282,Medium,26,7.24514001854,Drinks,DrinksSupermarket Type1
9.695,No Fat,0.113917889,158.2604,OUT035,Small,Tier 2,Supermarket Type1,17.0214835802,High,9,7.23723869373,Non-Consumable,Non-ConsumableSupermarket Type1
10.0,Low Fat,0.045928229,138.118,OUT049,Medium,Tier 1,Supermarket Type1,14.1723164251,High,14,8.00911620596,Food,FoodSupermarket Type1
16.6,Low Fat,0.135620265,172.9422,OUT013,High,Tier 3,Supermarket Type1,16.950850631,High,26,7.15163778922,Drinks,DrinksSupermarket Type1
18.25,Low Fat,0.077709902,259.6962,OUT035,Small,Tier 2,Supermarket Type1,20.9433953982,Very High,9,8.11458426627,Food,FoodSupermarket Type1
5.82,No Fat,0.134975628,170.579,OUT010,Small,Tier 3,Grocery Store,2.98593027278,High,15,7.14265054908,Non-Consumable,Non-ConsumableGrocery Store
9.31,Low Fat,0.037955094,62.151,OUT046,Small,Tier 1,Supermarket Type1,19.3362777751,Low,16,7.40152896804,Food,FoodSupermarket Type1
18.25,Low Fat,0.076125668,214.0218,OUT045,Small,Tier 2,Supermarket Type1,11.9831792836,Very High,11,7.94180328489,Food,FoodSupermarket Type1
19.7,Low Fat,0.067039526,178.337,OUT049,Medium,Tier 1,Supermarket Type1,7.91476810757,High,14,7.88652375621,Food,FoodSupermarket Type1
6.865,Low Fat,0.014021626,127.1652,OUT045,Small,Tier 2,Supermarket Type1,10.1572757327,Medium,11,9.11275171249,Drinks,DrinksSupermarket Type1
11.35,Regular,0.023358738,184.4608,OUT049,Medium,Tier 1,Supermarket Type1,21.9165134272,High,14,8.97434774575,Food,FoodSupermarket Type1
17.7,Low Fat,0.029933275,169.0816,OUT035,Small,Tier 2,Supermarket Type1,30.7616535448,High,9,8.63934299857,Food,FoodSupermarket Type1
20.2,No Fat,0.111777297,124.6046,OUT027,Medium,Tier 3,Supermarket Type3,22.9815416124,Medium,28,7.0172889845,Non-Consumable,Non-ConsumableSupermarket Type3
20.85,Low Fat,0.032448523,177.866,OUT046,Small,Tier 1,Supermarket Type1,6.06409319375,High,16,8.60931322662,Food,FoodSupermarket Type1
17.25,Regular,0.047266211,97.0068,OUT046,Small,Tier 1,Supermarket Type1,19.0391725116,Medium,16,7.62722780078,Food,FoodSupermarket Type1
15.35,Low Fat,0.01404119,38.419,OUT049,Medium,Tier 1,Supermarket Type1,12.3909263646,Low,14,7.91467766342,Food,FoodSupermarket Type1
13.65,Low Fat,0.04917754,151.805,OUT013,High,Tier 3,Supermarket Type1,17.7628536609,High,26,8.03523896586,Food,FoodSupermarket Type1
15.2,No Fat,0.020280476,49.1034,OUT010,Small,Tier 3,Grocery Store,3.95926962288,Low,15,7.79243783842,Non-Consumable,Non-ConsumableGrocery Store
6.38,Low Fat,0.031962866,178.0344,OUT045,Small,Tier 2,Supermarket Type1,3.00674027042,High,11,8.62533679341,Food,FoodSupermarket Type1
7.565,No Fat,0.054376275,56.293,OUT027,Medium,Tier 3,Supermarket Type3,45.2398166735,Low,28,6.94336301975,Non-Consumable,Non-ConsumableSupermarket Type3
6.905,Regular,0.063850971,97.2726,OUT010,Small,Tier 3,Grocery Store,2.01233646474,Medium,15,7.32937703271,Food,FoodGrocery Store
4.555,Regular,0.060154968,110.1544,OUT019,Small,Tier 1,Grocery Store,1.0154328833,Medium,28,7.5132602122,Food,FoodGrocery Store
17.7,Regular,0.134441765,183.9924,OUT027,Medium,Tier 3,Supermarket Type3,35.2092477733,High,28,7.22224902521,Food,FoodSupermarket Type3
15.7,Low Fat,0.03067808,44.777,OUT013,High,Tier 3,Supermarket Type1,13.5310092235,Low,26,7.28658639638,Drinks,DrinksSupermarket Type1
15.2,Regular,0.103758647,177.0054,OUT035,Small,Tier 2,Supermarket Type1,16.8175196915,High,9,7.44245403677,Food,FoodSupermarket Type1
6.985,Regular,0.136701678,182.1608,OUT027,Medium,Tier 3,Supermarket Type3,32.281070351,High,28,7.19559423741,Food,FoodSupermarket Type3
19.85,Low Fat,0.308145448,222.0772,OUT019,Small,Tier 1,Grocery Store,4.00540352634,Very High,28,6.58159504115,Food,FoodGrocery Store
5.75,Regular,0.074806196,112.9176,OUT027,Medium,Tier 3,Supermarket Type3,30.4250887373,Medium,28,7.32017517786,Food,FoodSupermarket Type3
8.355,Low Fat,0.013926425,93.0462,OUT035,Small,Tier 2,Supermarket Type1,11.935515905,Medium,9,8.80721296942,Food,FoodSupermarket Type1
12.15,No Fat,0.006754117,122.173,OUT013,High,Tier 3,Supermarket Type1,21.1718874056,Medium,26,9.80309638886,Non-Consumable,Non-ConsumableSupermarket Type1
13.35,Low Fat,0.037144733,238.7564,OUT018,Medium,Tier 3,Supermarket Type2,7.98659721792,Very High,4,8.7685326435,Food,FoodSupermarket Type2
17.0,No Fat,0.052209303,122.373,OUT046,Small,Tier 1,Supermarket Type1,21.1372851855,Medium,16,7.75999488881,Non-Consumable,Non-ConsumableSupermarket Type1
17.35,Regular,0.041538713,93.1804,OUT049,Medium,Tier 1,Supermarket Type1,14.7907285223,Medium,14,7.71611253111,Food,FoodSupermarket Type1
15.35,Low Fat,0.13064231,88.383,OUT019,Small,Tier 1,Grocery Store,1.01697158956,Medium,28,6.51844883883,Food,FoodGrocery Store
9.1,No Fat,0.055382616,115.0518,OUT013,High,Tier 3,Supermarket Type1,5.93741949278,Medium,26,7.63935324213,Non-Consumable,Non-ConsumableSupermarket Type1
6.13,Low Fat,0.088147216,54.1298,OUT046,Small,Tier 1,Supermarket Type1,24.9076294389,Low,16,6.42175893625,Food,FoodSupermarket Type1
10.65,Low Fat,0.041970938,55.4272,OUT019,Small,Tier 1,Grocery Store,2.01804168351,Low,28,7.18660524041,Food,FoodGrocery Store
19.2,Regular,0.005583951,226.9062,OUT013,High,Tier 3,Supermarket Type1,19.8942294217,Very High,26,10.6124200136,Food,FoodSupermarket Type1
8.895,Low Fat,0.075757177,233.8616,OUT018,Medium,Tier 3,Supermarket Type2,4.00855206669,Very High,4,8.03527546835,Drinks,DrinksSupermarket Type2
19.75,Low Fat,0.012467648,188.1872,OUT049,Medium,Tier 1,Supermarket Type1,13.062172135,High,14,9.62212161095,Food,FoodSupermarket Type1
10.895,Low Fat,0.137368051,264.3568,OUT018,Medium,Tier 3,Supermarket Type2,17.9523371443,Very High,4,7.5629106538,Food,FoodSupermarket Type2
7.325,Low Fat,0.092933158,91.0146,OUT027,Medium,Tier 3,Supermarket Type3,38.0835030863,Medium,28,6.88791526736,Food,FoodSupermarket Type3
10.3,No Fat,0.117593973,154.463,OUT017,Small,Tier 2,Supermarket Type1,16.2071693545,High,6,7.181233099,Non-Consumable,Non-ConsumableSupermarket Type1
19.1,Regular,0.026018497,148.2418,OUT017,Small,Tier 2,Supermarket Type1,20.8441735057,High,6,8.6479677937,Food,FoodSupermarket Type1
4.555,Regular,0.034410585,111.3544,OUT049,Medium,Tier 1,Supermarket Type1,12.0538820199,Medium,14,8.08241793731,Food,FoodSupermarket Type1
9.8,No Fat,0.02426524,114.0492,OUT027,Medium,Tier 3,Supermarket Type3,34.5366105155,Medium,28,8.45555307815,Non-Consumable,Non-ConsumableSupermarket Type3
16.2,No Fat,0.176175402,184.0608,OUT017,Small,Tier 2,Supermarket Type1,10.9820711417,High,6,6.95249801671,Non-Consumable,Non-ConsumableSupermarket Type1
8.975,Regular,0.088257771,84.1224,OUT010,Small,Tier 3,Grocery Store,2.02615236845,Medium,15,6.86081502048,Food,FoodGrocery Store
21.1,Regular,0.020750867,128.7994,OUT049,Medium,Tier 1,Supermarket Type1,14.965061949,Medium,14,8.73358450231,Food,FoodSupermarket Type1
17.75,No Fat,0.111527348,110.2912,OUT045,Small,Tier 2,Supermarket Type1,7.92021122265,Medium,11,6.89762028239,Non-Consumable,Non-ConsumableSupermarket Type1
12.8,Regular,0.114318263,142.2838,OUT018,Medium,Tier 3,Supermarket Type2,2.96204768217,High,4,7.12739572411,Food,FoodSupermarket Type2
6.905,Regular,0.038363204,98.1726,OUT017,Small,Tier 2,Supermarket Type1,5.98166494521,Medium,6,7.84777435867,Food,FoodSupermarket Type1
10.195,Regular,0.245483691,141.8838,OUT010,Small,Tier 3,Grocery Store,1.98026554124,High,15,6.36126185765,Food,FoodGrocery Store
5.785,Regular,0.053930934,87.3856,OUT049,Medium,Tier 1,Supermarket Type1,10.0572176652,Medium,14,7.39099853046,Food,FoodSupermarket Type1
15.2,Low Fat,0.018942606,236.0248,OUT027,Medium,Tier 3,Supermarket Type3,28.1186316014,Very High,28,9.43035874617,Food,FoodSupermarket Type3
7.96,Low Fat,0.028339599,162.4894,OUT013,High,Tier 3,Supermarket Type1,10.9526122935,High,26,8.65428235701,Food,FoodSupermarket Type1
8.3,Regular,0.030151351,98.7384,OUT046,Small,Tier 1,Supermarket Type1,4.98987222803,Medium,16,8.09430479545,Food,FoodSupermarket Type1
5.46,Regular,0.107274301,145.5786,OUT045,Small,Tier 2,Supermarket Type1,26.795986498,High,11,7.21381892201,Food,FoodSupermarket Type1
13.35,Low Fat,0.102670882,228.6352,OUT049,Medium,Tier 1,Supermarket Type1,15.0262426783,Very High,14,7.70880340636,Food,FoodSupermarket Type1
5.46,Regular,0.032177405,185.424,OUT046,Small,Tier 1,Supermarket Type1,28.1510052636,High,16,8.65930939455,Food,FoodSupermarket Type1
19.35,Regular,0.039734882,165.7868,OUT027,Medium,Tier 3,Supermarket Type3,29.6380894016,High,28,8.33646810867,Drinks,DrinksSupermarket Type3
20.75,Regular,0.083536989,180.3318,OUT013,High,Tier 3,Supermarket Type1,23.0127542674,High,26,7.67772738376,Food,FoodSupermarket Type1
6.59,No Fat,0.026225693,119.0098,OUT049,Medium,Tier 1,Supermarket Type1,21.2646840848,Medium,14,8.42044188409,Non-Consumable,Non-ConsumableSupermarket Type1
7.55,Low Fat,0.0273235,151.934,OUT017,Small,Tier 2,Supermarket Type1,12.0947779957,High,6,8.62363417902,Food,FoodSupermarket Type1
20.85,Low Fat,0.03747983,192.7478,OUT045,Small,Tier 2,Supermarket Type1,11.0570693933,High,11,8.54552938721,Food,FoodSupermarket Type1
18.85,No Fat,0.168531813,192.5136,OUT017,Small,Tier 2,Supermarket Type1,15.148041489,High,6,7.04167259153,Non-Consumable,Non-ConsumableSupermarket Type1
15.2,Low Fat,0.021293909,218.4824,OUT018,Medium,Tier 3,Supermarket Type2,6.9967960806,Very High,4,9.23613712976,Food,FoodSupermarket Type2
10.1,No Fat,0.030269774,152.4656,OUT045,Small,Tier 2,Supermarket Type1,19.2492365491,High,11,8.52474313435,Non-Consumable,Non-ConsumableSupermarket Type1
10.0,Low Fat,0.025822315,262.7226,OUT035,Small,Tier 2,Supermarket Type1,12.0730808846,Very High,9,9.22771324363,Food,FoodSupermarket Type1
8.985,Low Fat,0.183688161,100.27,OUT049,Medium,Tier 1,Supermarket Type1,9.96010770919,Medium,14,6.30421254328,Food,FoodSupermarket Type1
11.5,Regular,0.125579201,99.7358,OUT035,Small,Tier 2,Supermarket Type1,11.0882331119,Medium,9,6.67860165212,Food,FoodSupermarket Type1
20.1,No Fat,0.077079177,61.5536,OUT027,Medium,Tier 3,Supermarket Type3,14.9268929843,Low,28,6.68408189786,Non-Consumable,Non-ConsumableSupermarket Type3
19.85,No Fat,0.026074491,48.6376,OUT018,Medium,Tier 3,Supermarket Type2,11.8272941099,Low,4,7.53173064699,Non-Consumable,Non-ConsumableSupermarket Type2
21.1,No Fat,0.010593469,234.2958,OUT013,High,Tier 3,Supermarket Type1,15.9590261541,Very High,26,10.0041472325,Non-Consumable,Non-ConsumableSupermarket Type1
4.555,Regular,0.034357169,112.6544,OUT046,Small,Tier 1,Supermarket Type1,23.8295672428,Medium,16,8.09557423472,Food,FoodSupermarket Type1
20.85,Low Fat,0.037396901,193.8478,OUT035,Small,Tier 2,Supermarket Type1,13.9927778391,High,9,8.55343365431,Food,FoodSupermarket Type1
7.905,Low Fat,0.064011067,230.2694,OUT013,High,Tier 3,Supermarket Type1,19.8349759021,Very High,26,8.18822716128,Drinks,DrinksSupermarket Type1
6.78,Regular,0.085981978,228.4694,OUT045,Small,Tier 2,Supermarket Type1,23.989495311,Very High,11,7.88539611569,Food,FoodSupermarket Type1
11.65,Low Fat,0.040318693,186.224,OUT027,Medium,Tier 3,Supermarket Type3,27.0289973365,High,28,8.43810680461,Food,FoodSupermarket Type3
15.0,Regular,0.161762835,185.9266,OUT045,Small,Tier 2,Supermarket Type1,13.8870522023,High,11,7.04784562781,Food,FoodSupermarket Type1
17.6,Low Fat,0.104878967,164.8868,OUT046,Small,Tier 1,Supermarket Type1,14.8999313468,High,16,7.36084333105,Food,FoodSupermarket Type1
13.8,Regular,0.107469819,77.8012,OUT010,Small,Tier 3,Grocery Store,2.92673634854,Medium,15,6.58608246522,Food,FoodGrocery Store
5.11,No Fat,0.034868095,163.821,OUT035,Small,Tier 2,Supermarket Type1,12.944451566,High,9,8.4551702396,Non-Consumable,Non-ConsumableSupermarket Type1
8.71,Regular,0.046079575,43.5744,OUT045,Small,Tier 2,Supermarket Type1,9.35112359551,Low,11,6.85291224082,Food,FoodSupermarket Type1
7.235,Low Fat,0.058083831,113.6834,OUT013,High,Tier 3,Supermarket Type1,2.02638907703,Medium,26,7.57979613751,Food,FoodSupermarket Type1
12.3,Regular,0.064618976,89.8804,OUT046,Small,Tier 1,Supermarket Type1,14.3115250933,Medium,16,7.23844574859,Food,FoodSupermarket Type1
6.96,Low Fat,0.077178965,93.1146,OUT035,Small,Tier 2,Supermarket Type1,23.5102808797,Medium,9,7.09628784244,Drinks,DrinksSupermarket Type1
18.0,Regular,0.142910689,89.6514,OUT049,Medium,Tier 1,Supermarket Type1,20.7423353121,Medium,14,6.44305701423,Food,FoodSupermarket Type1
6.28,Low Fat,0.027682047,85.5198,OUT013,High,Tier 3,Supermarket Type1,20.3975687502,Medium,26,8.03604276603,Drinks,DrinksSupermarket Type1
10.5,Regular,0.142511272,158.7578,OUT035,Small,Tier 2,Supermarket Type1,14.149913894,High,9,7.01661121311,Food,FoodSupermarket Type1
14.15,Low Fat,0.09557165,171.0106,OUT045,Small,Tier 2,Supermarket Type1,24.0140342178,High,11,7.4901633017,Drinks,DrinksSupermarket Type1
9.8,Low Fat,0.02316823,47.506,OUT010,Small,Tier 3,Grocery Store,3.92422009851,Low,15,7.62631692592,Drinks,DrinksGrocery Store
15.85,Regular,0.061045133,44.7744,OUT013,High,Tier 3,Supermarket Type1,4.04466838193,Low,26,6.59914081575,Food,FoodSupermarket Type1
